rating,production_year,director,age_rating,duration,budget,target_log,main_genre,month,director_film_count,actors_fame
4.6,2011,Other,18+,101,20635465.661466457,7.88758403166028,триллер,октябрь,2,21
6.8,1977,Луи Маль,16+,109,15338528.770776752,15.571015364293151,драма,январь,5,57
8.2,2017,Other,12+,113,20000000.0,19.53889210325269,драма,ноябрь,3,44
6.1,1996,Артур Хиллер,0+,89,17000000.0,15.017176002381518,комедия,август,15,21
6.0,2007,Other,16+,81,1500000.0,12.061428303616365,ужасы,апрель,1,9
7.8,2004,Other,12+,115,120000000.0,19.665405846609833,фантастика,июль,4,40
6.2,2008,Роб Коэн,18+,112,145000000.0,19.81556270089298,ужасы,июль,11,44
6.6960409556314,2023,Other,undefined,103,15338528.770776752,15.790499366271682,драма,октябрь,3,29
5.7,2018,Other,18+,98,76391858.71217713,8.248529124800218,фантастика,июль,1,13
6.8,1967,Other,16+,150,15338528.770776752,15.464169183551656,драма,октябрь,1,22
5.9,2024,Other,undefined,101,15087496.42074074,16.11084079803826,ужасы,февраль,1,7
6.5,2012,Other,18+,98,4000000.0,10.531295891787734,боевик,август,1,11
6.8,2009,Оливер Стоун,undefined,78,3113265.2654867256,12.503985949972764,документальный,сентябрь,19,4
5.8,2021,Other,18+,88,20635465.661466457,13.295613916635846,триллер,июль,1,16
6.4432111000991075,1999,Other,16+,90,20635465.661466457,10.271008465728148,триллер,октябрь,1,5
6.7,1982,Эми Хекерлинг,undefined,90,4500000.0,17.114781520702884,мелодрама,август,9,62
5.1,2016,Other,undefined,107,10000000.0,17.23841682076114,триллер,сентябрь,1,28
7.2,2010,Джон М. Чу,12+,101,30000000.0,18.886248354851446,драма,август,8,4
5.6,2022,Other,18+,106,15087496.42074074,11.031108330238945,ужасы,октябрь,2,10
7.2,1990,Other,18+,108,6000000.0,17.004800855433817,боевик,август,2,25
7.2,2004,Уэс Андерсон,12+,119,50000000.0,17.365369381113837,боевик,ноябрь,10,83
5.2,2015,Other,undefined,103,39390215.67272727,14.027466965887918,боевик,апрель,1,7
6.3,1991,Other,undefined,107,15338528.770776752,9.66179808393482,драма,апрель,2,20
7.6,1979,Кэррол Бэллард,0+,118,2700000.0,17.447810216100773,приключения,октябрь,6,21
5.9,1994,Other,16+,108,20635465.661466457,15.11702042438698,триллер,январь,2,55
6.3,2006,Other,16+,105,50000000.0,18.23134894069828,боевик,февраль,3,62
5.9,2012,Саймон Уэст,18+,95,35000000.0,15.607989435023116,боевик,сентябрь,8,108
7.3,1964,Роберт Олдрич,undefined,133,2235000.0,15.761420707019587,триллер,декабрь,7,12
6.0,1998,Other,16+,107,15338528.770776752,11.228331951339795,драма,апрель,3,30
5.8,1988,Аарон Норрис,undefined,97,15338528.770776752,14.114704365405467,драма,январь,6,11
6.8,1999,Other,undefined,107,3113265.2654867256,13.968913815684063,документальный,июль,3,3
7.0,2001,"Бобби Фаррелли, Питер Фаррелли",12+,109,40000000.0,18.76476578663508,фэнтези,ноябрь,10,51
5.5,2019,Other,undefined,83,20635465.661466457,12.33015137719332,триллер,март,1,4
6.3,2014,Фрэнсис Лоуренс,18+,123,125000000.0,20.44270066053756,фантастика,ноябрь,8,49
6.1,2016,Other,18+,117,7000000.0,14.938392605605122,драма,март,2,28
7.066666666666667,2004,Роберт Гринуолд,undefined,83,3113265.2654867256,12.383900788711788,документальный,август,7,3
5.2,1986,Роберт Олтмен,12+,93,22235437.828422878,13.579788224443204,комедия,февраль,19,33
7.7,1952,Винсент Миннелли,12+,118,1558000.0,14.677989036061179,драма,декабрь,9,35
5.3,2019,Other,18+,97,15338528.770776752,11.571618811309447,драма,сентябрь,2,15
6.1,1990,Питер Богданович,12+,123,15338528.770776752,14.634488746641923,драма,сентябрь,9,55
6.0,1999,Тим Хилл,0+,87,24000000.0,16.92115551034164,фантастика,июль,6,7
6.1,2011,Other,12+,92,22235437.828422878,6.504288173536645,комедия,март,2,22
7.1,1995,Стивен Джилленхол,16+,111,17000000.0,15.844154208839727,драма,март,6,56
6.5,2004,Чарльз Стоун III,12+,104,30000000.0,16.89917041782659,драма,сентябрь,5,23
6.0,2006,Other,18+,85,22235437.828422878,12.410204616587977,комедия,июнь,2,8
7.2,1956,Other,12+,98,1900000.0,14.240778293368619,фантастика,март,1,21
6.5,1992,Other,16+,90,15000000.0,17.51004911908343,боевик,июль,2,16
6.7,1997,Other,18+,92,22235437.828422878,17.190889254087164,комедия,апрель,2,38
6.1,1995,Сэм Уайзман,16+,106,22235437.828422878,16.308441014081215,комедия,март,6,39
6.4,2013,Гэри Фледер,18+,96,22000000.0,17.696030842564834,боевик,ноябрь,7,64
